text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
the solution should provide the ability to view and complete consent and authorization forms online,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to generate printable consent and authorization forms,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should display the authorizations associated with a specific clinical activity such as treatment or surgery along with that event in the patients electronic chart,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the solution should provide the ability to display consents and authorizations chronologically,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the solution should provide the ability to document an assent for patients legally unable to consent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to document the source of each consent such as the patient or the patients personal representative if the patient is legally unable to provide it,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to document the patients personal representatives level of authority to make decisions on behalf of the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture true allergy intolerance and adverse reaction to drug dietary or environmental triggers as unique discrete entries,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
the solution should provide the ability to capture the reason for entry of the allergy intolerance or adverse reaction,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the reaction type,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the severity of a reaction,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture a report of no known allergies nka for the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture a report of no known drug allergies nkda for the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the source of allergy intolerance and adverse reaction information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to deactivate an item on the list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the reason for deactivation of an item on the list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present allergies intolerances and adverse reactions that have been deactivated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to display user defined sort order of list,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the solution should provide the ability to indicate that the list of medications and other agents has been reviewed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture and display the date on which allergy information was entered,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture and display the approximate date of the allergy occurrence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture patient specific medication lists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should display and report patientspecific medication lists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the details of the medication such as ordering date dose route and sig description of the prescription such as the quantity when known,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture other dates associated with medications such as start and end dates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture medications not reported on existing medication lists or medication histories,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture nonprescription medications including over the counter and complementary medications such as vitamins herbs and supplements,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present the current medication lists associated with a patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present the medication history associated with a patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should present the medication prescriber and medication ordering dates when known,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to mark a medication as erroneously captured and excluded from the presentation of current medications,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to print a current medication list for patient use,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture information regarding the filling of prescriptions dispensation of medications by pharmacies or other providers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should capture display and report all active problems associated with a patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should capture display and report a history of all problems associated with a patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture onset date of problem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the chronicity chronic acute or selflimiting etc of a problem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture the source date and time of all updates to the problem list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to deactivate a problem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to reactivate a previously deactivated problem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to display inactive possibly and possibly resolved problems,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to manually order or sort the problem list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to associate encounters orders medications notes with one or more problems,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should capture display and report all immunizations associated with a patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should record as discrete data elements data associated with any immunization given including date type lot number and manufacturer,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
the solution should prepare a report of a patient s immunization history upon request for appropriate authorities such as public health organization,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to create assessments,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to use standardized assessments where they exist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to document using standard assessments germane to the age gender developmental state and health condition as appropriate to the emr users scope of practice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture data relevant to standard assessment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture additional data to augment the standard assessments relative to variances in medical conditions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to link data from a standard assessment to a problem list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to link data from a standard assessment to an individual care plan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to link data from external sources laboratory results and radiographic results to the standard assessment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to compare documented data against standardized curves and display trends,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
care plans treatment plans guidelines and protocols,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to present current guidelines and protocols to clinicians who are creating plans for treatment and care,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to search for a guideline or protocol based on appropriate criteria such as problem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to present previously used guidelines and protocols for historical or legal purposes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to capture patient specific plans of care and treatment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to dc161 present guidelines and protocols for planning care and provide the ability to use locally or nonlocally developed templates guidelines and protocols for the creation of patientspecific plans of care and treatment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to use previously developed care plans as a basis for the creation of new plans of care and treatment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to track updates to a patients plan of care and treatment including authors creation date version history references local sources and nonlocal sources in accordance with scope of practice organizational policy and jurisdictional law,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
the solution should provide the ability to coordinate order sets with care plans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to derive order sets from care plans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to derive care plans from order sets,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to transfer plans of care and treatment to other care providers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to function dc311 clinical task assignment and routing and incorporate care plan items in the tasks assigned and routed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to function dc312 clinical task linking and incorporate care plan items in the tasks linked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should conform to function dc313 clinical task tracking and incorporate care plan items in the tasks tracked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the solution should provide the ability to create prescription or other medication orders with the details adequate for correct filling and administration captured as discrete data,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
the solution should capture user and date stamp for all prescription related events,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
